Serial No.,College Name,Info Data
737,A.V.C College of Engineering - [AVCCE],AVC College of Engineering was established in the year 1996 in the Nagpattnam district of Tamil Nadu with a mission to become the center of technical and academic excellence. It is currently managed by A V charities which have been working towards imparting the quality education since 1955. The learning modules are directly linked with the R& D department in order to evolve the patterns and make it more students oriented.
738,AWH Engineering College,"AWH Engineering College, Calicut is a Private College established in the year 2001 with a sole purpose of appreciating engineers of admirable traits and craft strong foundation for engineering philosophy, innovative research competence and exemplary professional wisdom. The institution is fully affiliated to APJ Abdul Kalam Technological University, Thiruvananthapuram and committed to supporting the educated to gain acquaintance and widen their dexterity and potential. Calicut is a beautiful coastal city known for its true originality and is ideal for edification. The institution works with the mission to see the reimbursement of superiority in technical edification, reach the underprivileged and minority division of the residents and to develop superior ethics and values in the corporate profession. The college offers  in numerous disciplines along with an MCA Program."
739,Aarupadai Veedu Institute of Technology - [AVIT],"Aarupadai Veedu Institute of Technology (AVIT), Chennai was established in the year 1998 as an affiliated institution under the Vinayaka mission university. Later it was affiliated to the Anna University, Chennai. In 2004, the institution was included in the ambit of Vinayaka Missions University, Salem. The institution is committed to impart quality education to the students from different socio-economic backgrounds. The institute is ISO 9001:2008 certified."
740,Abacus Institute of Engineering and Management,Abacus Institute of Engineering and Management is a private funded management and technical Institute. It was established in 2003 by some social workers and educationist to create a ‘Center for Excellence’.
741,Akshaya College of Engineering and Technology-[ACET],
742,Al Ameen Engineering College,"Al Ameen Engineering College, Erode was established in 1984 under Al-Ameen Educational and Charitable Trust. It is affiliated to Anna University, Coimbatore and approved by All India Council for Technical Education (AICTE), New Delhi. It is an ISO 9001:2008 Certified Institute. The vision of the college is to evolve as a globally competent technical university and to build centre of excellence in engineering, technology, applied science and management. The mission of the college is to achieve sterling standards in academics, research and other social service activities besides being poised to produce outstanding and holistic professionals. The college campus is spread over an area of 13.33 acre and surrounded by the green environment. It is located at a distance of 10 km from Erode railway station and bus stand."
743,Rajadhani Institute of Science and Technology - [RIST],
744,Amrutvahini College of Engineering - [AVCOE],Amrutvahini College of Engineering was established in the year 1983 by Amrutvahini Shoti and Shikshan Santha to provide a distinctive excellence driven technical education that will groom future generations
745,Arasu Engineering College - [AEC],"Arasu Engineering College was established in 2000 by Sri Thirunavukkarasu Dhanalakshmi Educational and Charitable Trust. It is the first Engineering College started in the Kumbakonam. It started with the aim to accelerate academic, social and economic development."
746,Arya College of Engineering and IT - [ACEIT],"Arya College of Engineering and IT (ACEIT) is one of the leading institutes of national significance located in Jaipur, Rajasthan. ACEIT is accredited by NAAC and approved by the AICTE and accredited by NAAC. Established in 2000, the college has also been accredited with an ‘A’ grade by affiliating university since the inception of QIV. Arya College of Engineering and IT is affiliated to the Rajasthan Technological University (RTU), Kota. ACEIT offers UG and PG courses in the field of Engineering and Management. The flagship courses of ACEIT a B.Tech program across several specializations and an M.Tech degree course. Candidates with Diploma in Engineering can also opt for lateral entry to the B,Tech course. ACEIT also runs an MBA degree program across 3 specializations. The institute shortlists candidates on the basis of scores for the B.tech program. However, admission to the M.Tech course depends on candidate’s performance in GATE.  Admission to the courses at ACEIT is done through the entrance examination. The institute accepts CAT scores for MBA admission."
747,Bapuji Institute of Engineering and Technology - [BIET],"Bapuji institute of engineering and technology, davangere, was established in the year 1958 is one of the oldest and best technological institutes of the Karnataka. Bapuji institute of engineering and technology is for those students who wants to get the best education and also have desire to get success in their technological career and who wants to get the best technological skills in their lives. This college has been known best for its foals of attracting the students in the area of technological education. The vision of this college is to help the young minds to get excellence in their career.The Bapuji institute of engineering and technology provides excellence in education."
748,Cape Institute of Technology - [CAPE],"Cape Institute of Technology was established in 2001. The basic objective of Cape is to integrate the analytical skills of the student and enable them to reinvent creating ideas, thereby creating Engineers of tomorrow. Cape' is the brain child of a long ventured dream of great men and scholars which has been started at the tail end of the landscape ""Cape Comorin"" which aims at fostering."
749,Dhanalakshmi College of Engineering - [DCE],"Dhanlakshmi College of Engineering, Chennai was started under the aegis of Dhanlakshmi Education Trust in the academic year 2001-2002.  College has grown into distinguished center for engineering and technological studies. Institute strives to provide student quality technical education that moulds him into a good professional engineer."
750,Dhirajlal Gandhi College of Technology,"Dhirajlal Gandhi College of Technology (DGCT) is a private college which is located in Salem, Tamil Nadu. It is approved by All India Council for Technical Education (AICTE) and accredited by the National Assessment and Accreditation Council (NAAC) with ‘A’ grade. The college is affiliated to Anna University Chennai. It offers 4-year degree courses (B.E.) in 7 Engineering disciplines viz. Agriculture Engineering, Civil Engineering, Electrical & Electronics Engineering, Electronics & Communication Engineering, Computer Science & Engineering and Mechanical Engineering (B.Tech) in Artificial Intelligence & Data Science. At the PG level, the college offers 4 M.E. courses viz. Structural Engineering, Communication Systems, Computer Science & Engineering and CAD / CAM. All courses offered by Dhirajlal Gandhi College of Technology are approved by the All India Council for Technical Education (AICTE)New Delhi."
751,Dronacharya College of Engineering - [DCE],"Dronacharya College of Engineering (DCE), Gurgaon was established in 1998 by Smt Anguri Devi Charitable Trust. Dronacharya College of Engineering is approved by the All-India Council for Technical Education (AICTE) and is affiliated with Gurugram University (GU). The institute is recognized under 12(f) and 2(b) by University Grant Commission (UGC) Act 1956 and ISO Certified for 21001-2018 and 10001-2004. It has also received accreditation from NBA and NAAC. The college received a Certificate of Appreciation Categorized as a Band  under the category ""Colleges/Institutes (Private / Self-Financed) (Technical)"" in Atal Ranking of Institutions on Innovation Achievements (ARIIA) 2021 by MHRD. DCE also received “Outstanding Institution Award” from NITTTR Chandigarh for 2012-13 & 2022-23 session."
752,EGS Pillay Engineering College,"EGS Pillay Engineering College was started in the year 1995 under the sponsorship of G. S. Pillay & Sons Educational and Charitable Trust. College has gained the reputation of being most preferred engineering college by the students. College is approved by the AICTE, New Delhi and is affiliated to Anna University. It is ISO 9001:2008 certified."
753,Einstein College of Engineering,"Einstein College of Engineering was founded in 2004 by Late Mr. Aladi Aruna, former Law Minister of Tamilnadu. The college is  offering 5 UG courses and 6 PG courses in Engineering as well as MBA programme."
754,Eswar College of Engineering,"Eswar College Of Engineering has been established in 2008 on chilakaluripet road just 5KM from Narasaraopet, Guntur of Andhra Pradesh with a motto to produce such engineers who can contribute to the growth of the nation with their creativity and skills. So to fulfill the motto, the college has made advancement in the field of education technique and infrastructural facility."
755,G Narayanamma Institute of Technology and Science - [GNITS],"G.Narayanamma Institute of Technology and Science also known as GNITS Hyderabad is a leading Engineering college in Hyderabad which was founded by the late Sri G.Pulla Reddy Garu in 1997. The college is affiliated with the Jawaharlal Nehru Technological University, Hyderabad and is approved by AICTE. Further, the institute is accredited by NAAC & NBA (AICTE) and ISO 9001:2015 Certified Institution."
756,Ghousia College of Engineering - [GCE],"Ghousia College of Engineering (GCE), Ramanagar, established in 1980, is approved by AICTE, NBA and Govt. of Karnataka and affiliated to Visvesvaraya Technical University, Belgaum. It offers undergraduate and postgraduate courses in the discipline of Engineering and Science. Admission to GCE depends on the performance of the candidates in the state level entrance examination."
757,Global Institute of Engineering and Technology - [GIT],"Global Institute of Engineering and Technology (GIET), established in 2009, is a private institute affiliated to Anna University and approved by AICTE. The institute offers undergraduate and postgraduate courses in the discipline of Engineering. Admission in the GIET is done on the basis of the TNEA entrance exam. The institute has a dedicated Training and Placement Cell who provides 100% placement assistance to its students. More than 91% of students get placed through the campus placement every year."
758,Gopalan College of Engineering and Management - [GCEM],"Gopalan College of Engineering and Management (GCEM) were started by the Gopalan Foundation, which is part of the renowned Gopalan Group. The Gopalan Group was founded in 1984 by Mr. C.Gopalan, an architect, with the objective of developing and constructing residential apartments in Bangalore."
759,Green Hills Engineering College,"Green Hills Engineering College (GHEC), Solan is managed by a trust   constituting of members who are education oriented. Members of the GHEC Society are always willing to propagate knowledge through discipline and spread the light of education."
760,Hasmukh Goswami College of Engineering - [HGCE],"Hasmukh Goswami College of Engineering (HGCE), Ahmedabad was established by Shree Monark Education Trust in the year 2000. Hasmukh Goswami College offers B.E, M.E, MBA and Diploma in various streams. Admission to the HGCE is done as per the guidelines of ACPC or Management Quota. In the year 2020, a total of 21 companies visited for on-campus recruitment and 27 students got placed. The highest package is recorded at INR 3,36,875 and the average package is recorded at INR 2,00,000. Some of the potential employers include Axis Bank, Squad technologies, GTPL broadband, Etech, IMS, Karnavati Engineering Ltd, EclinicalWorks, Darkhorse Analytics, etc"
761,Hindusthan Institute of Technology - [HITECH],"Hindusthan Institute of Technology (HITECH), Coimbatore offers B.E./B.Tech at UG level and M.E/M.Tech and MBA at PG level. The fees for B.Tech program is INR 5 Lacs, whereas HITECH fees for the MBA program is INR 90,000. Admissions to B.Tech are based on merit basis, while for M.Tech/M.E is based on the entrance exams TANCET / CET / GATE.  The admission for MBA takes place through entrance exams MAT / TANCET / CET."
762,Institute of Engineering and Technology - [IETR],"Institute of Engineering and Technology, Alwar was established in the year 1998. IET is promoted by All India Society for Advance Education and Research. College is Rajasthan Technical University, Kota and is approved by AICTE."
763,KG Reddy College of Engineering and Technology - [KGRCET],"KG Reddy College of Engineering and Technology (KGRCET), Hyderabad has been granted Autonomous Status by UGC and ‘A+’ Grade by NAAC. KG Reddy College of Engineering and Technology is awarded “Best Upcoming Engineering College” by Times CyberMedia and ranked among “Top 25 Private Engineering Colleges” in Telangana by Times of India for the last 3 years. It is ranked amongst the top 16 Private Engineering colleges in Telangana and ranked #9 amongst top 10 Telangana Private institutes for placements. KGRCET has received 3.5 Star rating by Institute Innovation Council (IIC) and ARIIA Brand B performance category. KGRCET has received NBA accreditation for CSE and ECE branches."
764,KLN College of Information Technology - [KLNCIT],"K.L.N College of Information Technology (KLNCIT), Pottapalayam was established in 2001. The college has dedicated faculty members having vast academic, research, consultancy and industrial experience. Besides imparting quality technical education in classrooms, the teachers and their supporting staff in different laboratories, drawing halls and computer labs make the learning atmosphere conducive, inspiring and enjoyable."
765,KNS Institute of Technology - [KNSIT],"KNS Institute of Technology, located in Bangalore, is one of the prestigious engineering institutes in the country. The college is affiliated with Visvesvaraya Technological University and is approved by AICTE. It has also got recognition from Govt. of Karnataka. The college campus is spread over 20 acres of land in Bangalore City. KNSIT was inaugurated by Mrs. Sonia Gandhi in the presence of Shri S. M. Krishna, Former C.M. of Karnataka. The institute offers 5 undergraduate courses under its BE degree. Admission is granted based on the candidate’s score in the qualifying KCET Exam."
766,KCC Institute of Technology and Management - [KCCITM],"KCC Institute of Technology and Management is located in Greater Noida, Uttar Pradesh. It is one of the sister institutes for engineering and management studies under KCC institutions. It has approvals from the All India Council of Technical Education (AICTE) and UGC and affiliation from Dr APJ Abdul Kalam Technical University (AKTU)."
767,Lakhmi Chand Institute of Technology - [LCIT],"Lakhmi Chand Institute of Technology (LCIT), Bilaspur established in 2008, under the aegis of Shree ShreeVidyaSagarjiMaharaj, is a name synonymous with holistic education; the institute has single mindedly pursued commitment to provide the youth the opportunity to receive high quality education of global standards. The College is affiliated to Chhatisgarh Swami Vivekananda Technical university and approved by AICTE"
768,Lendi Institute of Engineering and Technology,"Lendi Institute of Engineering and Technology was established in the year 2008 under the aegis ofSai Dhamam Educational Trust, Visakhapatnam. The college is affiliated to Jawaharlal Nehru Technological University, Kakinada and approved by AICTE. It offers UG and PG courses in Engineering"
769,M.A.M College of Engineering - [MAMCE],"MAM College of Engineering (MAMCE), Trichy offers undergraduate and postgraduate courses in various fields of Engineering such as Electronics & Communication Engineering, Electrical & Electronics Engineering, and Mechanical Engineering. It also offers a Master's course in Management and Computer Applications. Admission to UG and PG courses is based on several entrance exams conducted at national and state levels."
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],"MLRITM was established by a group of intellectuals, eminent professionals and industrialists in the year 2009. MLRITM falls under the aegis of Marri Laxman Reddy Group of Institutions. The college is approved by AICTE, New Delhi. The college offers B.Tech, MBA and M.Tech courses in diverse disciplines at the undergraduate and the postgraduate level. Admission to the B.Tech is based on valid scores in TS-EAMCET and for MBA admission is based on TSICET. The institute has associations and MOUs with a lot of industries in various fields for imparting training to students at a professional level, some of them include IBM, Microsoft etc."
771,Maharaja Institute of Technology - [MIT],The Maharaja Institute of Technology is an institute under Maharaja Education Trust in the field of science and engineering technology. The College is equipped with all modern learning aids to make teaching-learning process a pleasure. The highly qualified staff is its asset. The college has to its credit the highest number of admissions in the academic year 2007-08 among the 16 newly opened engineering colleges in Karnataka.
772,Maharana Pratap Engineering College - [MPEC],"Maharana Pratap Engineering College, a private engineering college in Kanpur, was established in 1999 by the Maharana Pratap Group of Institutions. The College campus is spread over 50 acres of land located near Mandhana on G.T. Road, 3 km from IIT, Kanpur. It aims to prepare the students to walk on the untrodden pathway with devoted discipline and internal enthusiasm to take victory in their stride. It offers under graduate and post graduate courses in various disciplines."
773,Malla Reddy College of Engineering and Technology- [MRCET],"Malla Reddy College of Engineering and Technology (MRCET) Hyderabad, is a public (autonomous) institution, established in 2004, approved by AICTE and UGC u/s 2(f) and 12(B) of the UGC Act, affiliated to Jawaharlal Nehru Technological University Hyderabad. The institution in NAAC accredited ‘A’ Grade. The institute provides undergraduate and postgraduate programs in Engineering and Management."
774,Malla Reddy Institute of Technology - [MRIT],"Malla Reddy Institute of Technology (MRIT) Secunderabad, is a private institution, established in 2008, approved by AICTE, affiliated to Jawaharlal Nehru Technological University Hyderabad, located in the Secunderabad, Telangana. MRIT is a perfect combination of industrial expertise & well-qualified faculties with a grooming environment for the students to develop their skills. The institution offers undergraduate and postgraduate Engineering programs."
775,Mallabhum Institute of Technology - [MIT],"Mallabhum Institute of Technology (MIT), Bankura was established in 2002. Task of the MIT is not only to maintain its leading position, but also to move forward. MIT can attribute its success to two inherent advantages it has, students and faculty members coming from different parts of India is providing a cross cultural learning environment, which is an abundance of natural surroundings, fosters an ideal achieving climate."
776,Malwa Institute of Science and Technology - [MIST],"Malwa Institute of Science and Technology (MIST Indore) is an engineering institute offering Undergraduate, Postgraduate, and Diploma courses in various specializations of engineering. The selection of students in these courses is made on the basis of marks obtained in the qualifying entrance examinations. The accepted exam scores at MIST Indore are JEE Main and GATE."
777,Mewat Engineering College - [MECW],"Mewat Engineering College is the pioneer college in the field of Engineering in India. With the vision to provide excellence in technical education, meet the growing demands of industries in the future and benefit the society as a whole. It is a full fledged college imparting full time programme B.Tech in Computer Science & Engineering, Electrical and Electronics Engineering, Electronics and Communications Engineering, Mechanical Engineering and Civil Engineering.The College aims at providing modern education alongside Islamic education to the minority community. In addition to running various schools, vocational institutions, providing grants to number of schools and colleges; the Board has established Mewat Engineering College (Waqf)."
778,Nagpur Institute of Technology - [NIT],
779,P.B. College of Engineering - [PBCE],"P.B. College of Engineering (PBCE), Irungkattukottai was established in 2002. The institute is managed by P.B Educational Trust. It is a Telugu Minority Institution. College strives to achieve global identity through its innovative methods and strenuous efforts for the betterment of the student’s community. The college is committed to provide quality education to the students enabling them to excel in the fields of engineering, science, technology and management to cater to the changing and challenging needs of society and industry."
780,Progressive Education Society's Modern College of Engineering - [MCOE],"PES Modern College of Engineering (PESMCOE), Pune was established in 1999. Modern College of Engineering is an institute of higher education offering quality programs that integrate professional skills and career focused education empowering students to develop and achieve their personal and career potentials"
781,Raghu Institute of Technology - [RIT],"Raghu Institute of Technology strives to equip the students with required conceptual, technical and managerial skills to meet the present and future requirements of the industry. The main aim of the institute is to train qualified professional in the field of engineering to cater the technology needs of the society and to shoulder the ever-changing business responsibilities at national and international levels."
782,Rajiv Gandhi College of Engineering and Technology,"Rajiv Gandhi College of Engineering and Technology is sponsored by Sri Balaji Educational and Charitable Public Trust. It is located in a beautiful, scenic location in an area of 30 acres at Kirumambakkam. The campus is well connected by road and rail service. The college has got its approval from AICTE for its various courses. Pondicherry University has provided affiliation to the college."
783,Reva Institute of Technology and Management - [RITM],"Reva Institute of Technology and Management (RITM), Bangalore pursues the path of holistic education where the student community is the main point of the learning process. Motto of the RITM is knowledge is power. This is meaningfully complemented by the parent community and teaching community working together towards a common goal of excellence."
784,SKP Engineering College,SKP Engineering College (SKPEC) is one of the prestigious Engineering colleges in Tamil Nadu. It was established in 1999 and aims at providing quality education to students belonging to rural backgrounds in and around Tiruvannamalai. SKPEC’s goal is to impart technical education and skills to students so that they become better professionals in the industry and even go for higher education equipped with confidence.
785,"Scient Institute of Technology, Ibrahimpatnam","Scient Institute of Technology Ibrahimpatnam, is a private college, located in Hyderabad, Telangana. It was established in 2001. It is approved by All India Council for Technical Education (AICTE) and affiliated to JNTU. It offers B. Tech, M. Tech, and MBA courses. The student admissions are based on the rank obtained in EAMCET / ICET entrance tests for B.Tech and MBA respectively. The Student admissions are based on the rank obtained in GATE / PG-ECET entrance tests for M.Tech. The student admissions are governed by the rules and regulations of the Telangana State Council of Higher Education (TSCHE)."
786,Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT],"Shree Swami Atmanand Saraswati Institute of Technology (SSASIT) Surat is an engineering college established in May 2009. The institute is a part of Shree Tapi Brahmcharyashram Sabha Trust. All the courses at SSASIT Surat are approved by AICTE, New Delhi. It is affiliated to Gujarat Technological University, Ahmedabad. The college holds various co-curricular activities throughout the year."
787,St Xaviers Catholic College of Engineering - [SXCCE],"St. Xavier Catholic College of Engineering is a private college owned by Roman Catholic Diocese of Kuzhithurai. It is located in Chunkankadai, Kanyakumari District, Nagercoil, Tamil Nadu. The college is affiliated to Anna University, Chennai. It is AICTE and UGC approved college. MBA Program provided in the college has permanent affiliation from the Anna University."
788,Surya Engineering College,"Surya Engineering College (SEC), Erode was established in 2008 under the auspices of Sri Andavar Educational and Charitable Trust. Aim of the college is to impart engineering and management education of high standards, ensure customer satisfaction and to become an institute of repute through continual improvement."
789,T John Institute of Technology - [TJIT],T John Institute of Technology is a private engineering college established in the year 2006 with aim to produce quality engineers. It is part of T John Group of institutions. Institute’s vision is to be recognized as among top engineering institutes of the country.
790,Technocrats Institute of Technology - [TIT],"The Technocrats institute of Technology is a part of one of the premier institutes in Central India i.e., Technocrats TIT Group. The college offers undergraduate and postgraduate courses in six disciplines each for Engineering and Management. And the admission into these courses is done via entrance exams i.e., JEE MAIN/ GATE after which the student is admitted on the basis of the counseling done by DTE. At the end of the course, the college offers 100% placement opportunities to its students among the prominent companies in the market like Facebook, Netflix, SAP, etc. The college was recently awarded as the “Best Institute of Engineering in Central India - 2019” by the HRD Ministry, Govt. of India."
791,Teegala Krishna Reddy Engineering College,"Teegala Krishna Reddy Engineering College, Hyderabad established in 2002, is affiliated to JNTUH, Hyderabad and is approved by AICTE. The college offers various UG, PG and Diploma courses in Engineering & Technology and Management. Admission in the college is done on the basis of the performance of the candidates in the state and national level entrance exams. In 2020, the cutoff for B.Tech Computer Science Engineering was 60576 for male candidates and 75919 for female candidates."
792,Toc H Institute of Science and Technology - [TIST],"Toc H Institute of Science and Technology was established in 2002 and is affiliated to APJ Abdul Kalam Technological University (AKTU) and approved by the All India Council for Technical Education (AICTE) and the Government of Kerala. TIST offers a B.Tech program at the UG level, M. Tech, and MBA at the PG level along with the PhD program at the Doctoral level. Admission to B.Tech and M.Tech programs is granted based on KEAM and GATE scores, respectively. Admission to the MBA program is offered based on KMAT/CAT/CMATE score. Institute offers 100% placement assistance to students and scholarships to eligible students on the basis of merit, entrance exam scores, family income, etc."
793,Walchand Institute of Technology - [WIT],"Walchand Institute of Technology (WIT), established in 1983, is the oldest engineering college in Solapur, India. WIT is managed by Shri Aillak Pannalal Digambar Jain Pathashala Trust and is named after Seth Walchand Hirachand, one of India's pioneers of industrial development."
794,Truba College of Science and Technology - [TCST],"Truba Institute of Science and Technology, Bhopal is a private co-educational engineering college. College offers 5 undergraduate engineering courses. College is affiliated to Rajiv Gandhi Technical University and is AICTE approved."
795,Jain College of Engineering - [JCE],"Jain College of Engineering (JCE), Belgaum was established in 2010. The college is approved by AICTE and affiliated to Visvesvaraya Technological University. The college has been managed by Jain Group of Institutions, a dynamic and forward looking institution, committed to excellence in teaching, learning, enterprise and research. The aim of JCE is to provide the highest quality of educational experience for students from every walk of life."
796,M.A.M. College of Engineering and Technology - [MAMCET],"MAM College of Engineering and Technology (MAMCET) was established in 2008 by M.A.M. Group of Institutions with the aim of providing quality education on par with international standards. It is situated in a very serene atmosphere free from all kinds of pollutions. It is located at Trichy-Chennai Trunk Road Siruganur, Trichy. The college is affiliated to Anna University, offers undergraduate, postgraduate in the field of engineering, technology, and management programs such as B.Tech, M.E., MBA, and other programs. Admission to such courses is done on the basis of several entrance exams conducted at national and state levels."
797,Velammal College of Engineering and Technology - [VCET],"Velammal College of Engineering and Technology (VCET) was established 2007 and it is affiliated to Anna University, Chennai. It is a self-financing non-minority institution. It is founded by Shri. M. V. Muthuramalingam, a Professional Engineer and the Chairman of the Velammal Educational Trust, Chennai. The College has excelled at providing a high-quality, affordable education to students of diverse backgrounds, many of them children of immigrants, working-class students and others seeking access to an outstanding private institution. The College campus is classical, high-style buildings to be constructed on 26 acres. The College is approved by NAAC."
798,Vignan Institute of Technology And Management,"Vignan Institute of Technology and Management was developed by the Vignan Educational Trust in the year 2008, order to produce world-class technocrats.  College is located near famous Sidha Temple, 17 km from Berhampur Town."
799,Mangalmay Institute of Engineering and Technology - [MIET],"Mangalmay Institute of Engineering and Technology (MIET), Greater Noida is ranked 15th for Engineering by Amar Ujala & IMRB International Education Survey and ranked AAA by Business & Management Chronicle. MIET Noida assures placement opportunities to students. More than 200 companies have visited for on-campus placement. MIET offers a degree course in the discipline of Engineering."
800,Jansons Institute of Technology - [JIT],
801,United Institute of Technology - [UIT],United Institute of Technology has been established with the sole objective to cater the demand of high quality technical education in the region of Tamil Nadu to make the new generation excellent in technology and research activities.
802,Vidya Academy of Science and Technology - [VAST],Vidya Academy of Science and Technology in Kerala is approved by the AICTE. The institute is affiliated with APJ Abdul Kalam Technological University. It is part of the Vidya International Charitable Trust.
803,Viswajyothi College of Engineering and Technology - [VJCET],"Viswajyothi College of Engineering and Technology (VCET) was established in 2001. It is a private engineering college, run by the Syro-Malabar Catholic diocese of Kothamangalam. This institute is affiliated with Mahatma Gandhi University. VCET offers B.Tech.  course in Civil, Mechanical, Computer science and Electrical and Electronic Engineering. This institute also offers MBA, and M.Tech courses which are approved by AICTE. College has highly committed Management Team and technocrats faculty members."
804,ICFAI Foundation for Higher Education - [IFHE],"The ICFAI Foundation for Higher Education is a Deemed-to-be-University established in the year 2008. IFHE campus is a 92-acre lush green sylvan campus with a built-up area of over 16 lakh sq. ft. ICFAI University Hyderabad Admissions offers many UG, PG, Ph.D & Certificate level courses such as B.Tech, BBA, BBA-LLB, BA-LLB, MBA, M.Tech, LLM, PhD(Full time/Part time). Programs under many departments are offered via IBS Hyderabad (Faculty of Management), Faculty of Science and Technology (FST), Faculty of Law (ICFAI Law School Hyderabad), ICFAI School of Architecture. Application forms for admission can be filled online by visiting the University website. It acquired 40th NIRF rank this year in the management category."
805,ICFAI University,"The Institute of Chartered Financial Analysts of India (ICFAI) University, Raipur imparts career-oriented educational programs at UG, PG, Diploma & PG Diploma levels. There are 15 programs offered in multiple disciplines in management, information technology, and science & technology. Check ICFAI University Raipur Courses & Fees"
806,AP Goyal Shimla University,"Alakh Prakash Goyal Shimla University (APG Shimla) has been awarded as Asia’s Greatest Brand and the Most Promising University in the year 2019 and 2017 respectively. It offers various undergraduate and postgraduate courses in the fields of Engineering, Arts, Journalism and Mass Communication such as B.Tech, BJMC, M.Tech, MJMC, Ph.D., etc. The admission of such programs is based on merit in past academics and several entrance exams. The University also conducts its own entrance test, AIECST. AP Goyal Shimla University has a record of providing 100% placement assistance and provides training and internship from the first semester. The highest package is recorded at INR 32 LPA and the average package is INR 3.6 LPA. More than 5000 students have been placed in their on-campus recruitment."
807,Mohammad Ali Jauhar University,"Mohammad Ali Jauhar University is a private university established under University Act in the year 2006. University offers courses in Life Science, humanities, science, law, mass communication, engineering, agriculture, and technology.  University aims to provide multidisciplinary research and education on the level of excellence. University has facilities for various games like chess, badminton, table tennis, hockey, cricket, etc. The University System looks for creative and successful answers for its difficulties and creates ways to satisfy its mission.  University visions To make a friendly scholastic environment for attaining to magnificence, advancing creative considering, creating inventive bowed of the brain and instilling human qualities and to give the cutting edge and established training to Muslims specifically."
808,PCTE Group of Institutes,"PCTE group of institutes was the first institute established by the Punjab Management Education Trust at Ludhiana, with the motive of providing good management and IT education in the region. The college recognizes that the dynamic business landscape would require young business leaders who not only have an understanding of the developing economies but also present a global perspective. Pursuits of academic excellence and fostering total person integral growth, intellectual, emotional, spiritual, and social persona of students have been the hallmark of PCTE over the years."
809,Dayananda Sagar Institutions - [DSI],"Dayananda Sagar Institutions (DSI), Bangalore is run under the aegis of the Mahatma Gandhi Vidya Peetha Trust, in Bangalore described as the Silicon Valley of India. DSI is one of the India’s leading educational institutions, a front-runner in the field of education today. Stress is laid not only on the quality of education, but also on the quality of life in our many campuses, to over-see the total transformation and development of students covered under the DSI banner"
810,Bangalore Technological Institute - [BTI],"Bangalore Technological Institute (BTI), Bangalore is a part of the Aditya Educational Trust and with a prime motive to produce skillful professionals to the industry the Bangalore Technological Institution is dedicated in offering an outstanding academic schedule. Along with the curricular programs the institution is organizing various training sessions which will boost the self confidence of the students and enhances their soft skills. The management even conducts sports and cultural meets as they believe that overall development helps an individual to be successful."
811,A. C. Patil College of Engineering - [ACPCE],"Today, Jawahar Education Society’s A. C. Patil College of Engineering (ACPCE) is a premium Technical Institute offering graduate and postgraduate professional Degrees in Engineering and Management and is approved by apex technical bodies, All India Council for Technical Education New Delhi (AICTE), recognized by Director of Technical Education Maharashtra State (DTE) and is affiliated to Mumbai University since last 25 years."
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,"Vasantdada Patil Pratishtan's College of Engineering & Visual Arts is ranked 2nd among the Mumbai Colleges by Higher Education Review and ranked 9th in the ""Top 20 Engineering Colleges in India with Excellent Industry Exposure"" in 2017. The only college in Maharashtra to be honored by a hattrick of awards. The institute is approved by All India Council for Technical Education (AICTE), New Delhi and Directorate of Technical Education (DTE), Maharashtra and affiliated to University of Mumbai to conduct degree courses in Computer Engineering, Electronics and Telecommunication Engineering and Information Technology."
813,PPG Institute of Technology - [PPGIT],"PPG Institute of Technology (PPGIT), a college under the power of P. Perichi Gounder Memorial Education and Charitable Trust (PPG Trust), Coimbatore was established in the year 2008. The college was founded by Dr. L.P. Thangavelu, who is chairman of the college presently.The college’s motive is to provide highly qualified, eminent, committed and dedicated faculty with vast knowledge and experience who take personal interest in the development and moulding of each student. The vision of the college is to provide students an atmosphere with ethics and ethos of Indian culture."
814,Vadodara Institute of Engineering,"Vadodara Institute of Engineering (VIE), Vadodara is ranked 5th out of 114 GTU Affiliated Colleges and ranked 1st consistently out of 9 colleges in the Vadodara region for the last 4 years. VIE comes under the aegis of the Vadodara Institute of Education and Research (VIER). The institute offers an undergraduate program in the discipline of Computer Engineering, Civil Engineering, Information Technology and many more."
815,JD College of Engineering and Management,"JD College of Engineering and Management, shortly referred to as JDCOEM, was established in 2008 as a private autonomous institute in Nagpur. It offers multiple specializations under B.Tech, M.Tech, MBA, and Ph.D. courses. Admissions to these courses are on the basis of various entrance examinations such as JEE Main, MH CET, GATE, etc. Applications are accepted online. The college has a placement rate of 78.46%, with Amazon and HCL among its top recruiters. It also provides scholarships."
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],"Shree L. R. Tiwari College of Engineering (SLRTCE) is one of the renowned Engineering colleges located in Mira-Bhayandar, Maharashtra. The institute is approved by the AICTE and DTE, and is accredited by NAAC and NBA. Within the first year of its inception, the college had already become one of the most preferable engineering colleges in the extended western suburbs of Mumbai. Shree L. R. Tiwari College of Engineering Admissions is done as per the norms/guidelines of Maharashtra Unaided Private Professional Institutions. The college offers Bachelor of Engineering and Master of Engineering in various specializations."
